Timestamp,Amount,Merchant,Location,IsFraud
20-10-2022 00:08,1253.63,"Bedi, Sura and Chakrabarti",Burhanpur,FALSE
20-12-2021 22:11,8175.5,"Deol, Sankar and Rege",Gurgaon,TRUE
04-11-2023 01:06,3358.06,Chaudry-Walla,Begusarai,FALSE
17-07-2023 10:49,6082.04,"Sarkar, Grewal and Chhabra",Ichalkaranji,FALSE
20-05-2022 11:49,6701.73,Singh and Sons,Agartala,TRUE
02-11-2022 16:45,639.32,Chanda-Mandal,Davanagere,TRUE
07-02-2023 18:42,4305.28,"Bajaj, Ranganathan and Sankaran",Aizawl,TRUE
07-01-2022 01:39,6071.83,"Keer, Chander and Ravi",Dhanbad,TRUE
21-02-2021 23:52,6742.33,"Loyal, Kashyap and Kala",Kolkata,TRUE
20-03-2023 13:56,8592.49,Jani-Tak,Siwan,TRUE
26-09-2022 00:39,6317.37,"Sarna, Tailor and Basak",Buxar,TRUE
17-01-2022 03:04,5301.04,De and Sons,Anand,TRUE
08-06-2022 16:18,1608.36,"Dasgupta, Raja and Talwar",Bidhannagar,FALSE
14-12-2022 13:59,8594.87,Bhargava-Bal,Karnal,TRUE
27-02-2023 02:05,4138.47,"Kapadia, Devi and Dugal",Howrah,FALSE
12-04-2022 04:30,3420.82,"Sem, Sule and Mall",Nagaon,TRUE
02-02-2022 22:19,1234.94,Amble-Salvi,Bhubaneswar,FALSE
14-09-2022 18:15,471.34,"Sharma, Mander and Ganesan",Rourkela,FALSE
07-07-2021 09:58,8729.91,Chatterjee-Kadakia,Bhilai,FALSE
26-04-2020 23:31,4753.6,Uppal LLC,Katihar,TRUE
17-07-2023 09:45,4205.49,"Bajaj, Bobal and Dhillon",Patiala,TRUE
01-12-2022 14:30,4798.36,Mani Ltd,Thiruvananthapuram,TRUE
14-08-2021 02:29,6881.55,Lata-Kurian,Sonipat,TRUE
25-12-2023 04:36,862.9,Vora-Mall,Ambattur,TRUE
30-12-2023 07:50,72.29,Biswas-Devi,Nangloi Jat,FALSE
03-09-2021 17:40,8329.21,Swaminathan LLC,Nashik,TRUE
14-11-2023 08:42,3836.34,Bajwa-Issac,Buxar,TRUE
23-07-2023 20:46,7738.72,Srinivasan-Cherian,Giridih,FALSE
25-04-2022 00:24,2103.39,Guha PLC,Medininagar,TRUE
03-10-2022 15:11,8040.41,Sama LLC,Raurkela Industrial Township,FALSE
10-11-2021 00:57,1086.1,Kant-Butala,Gudivada,TRUE
31-08-2023 04:39,6782.69,"Balay, Babu and Kapur",Suryapet,FALSE
22-05-2021 22:32,3001.4,Ahluwalia-Sant,Jaunpur,TRUE
05-09-2021 14:25,6930.5,Bose and Sons,Ambarnath,TRUE
20-04-2020 02:26,3550.56,"Gour, Char and Gokhale",Ranchi,TRUE
25-09-2020 05:12,5794.17,Shenoy-Subramanian,Alwar,TRUE
16-11-2023 04:14,5540.22,"Amble, Yogi and Venkataraman",Panvel,FALSE
10-01-2022 15:11,5015.61,Yogi-Shroff,Buxar,FALSE
13-02-2020 16:47,3551.72,Zacharia Inc,Vasai-Virar,TRUE
10-08-2020 23:46,1175.07,Thaman Inc,Gurgaon,TRUE
28-03-2020 10:12,9808.63,"Dass, Thaker and Kade",Nellore,FALSE
17-05-2021 06:24,2478.38,Sarna-Loke,Kamarhati,TRUE
02-01-2020 00:26,7407.69,"Seth, Shetty and Raman",Morbi,FALSE
06-02-2021 04:21,7973.15,Sethi-Sachdeva,Pudukkottai,TRUE
14-02-2023 18:33,2507.39,Ganesh Inc,Baranagar,TRUE
20-03-2021 23:49,3655.69,"Chad, Sant and Rau",Gwalior,FALSE
20-04-2020 17:23,6151.98,"Shah, Loke and Vala",Coimbatore,FALSE
12-07-2023 14:50,9013.01,Ahuja Group,Moradabad,TRUE
13-08-2020 02:34,7070.61,Doctor LLC,Sasaram,FALSE
25-08-2023 11:15,3999.27,"Raman, Goswami and Keer",Kadapa,TRUE
02-10-2023 05:05,307.34,Bora-Sheth,Ujjain,TRUE
23-05-2023 19:35,5756.66,Chandra-Borah,Kanpur,TRUE
16-10-2023 07:12,1267.65,Karnik-Swaminathan,Siwan,FALSE
20-08-2021 22:01,9930.31,"Bose, Wable and Kuruvilla",Deoghar,FALSE
27-11-2021 17:34,8951.51,Aurora PLC,Orai,TRUE
09-03-2021 02:55,1105.04,"Banerjee, Sachdeva and Chauhan",Bardhaman,TRUE
27-10-2021 15:33,2303.73,Kalla-Dada,Satara,TRUE
31-01-2022 20:50,9475.78,"Dar, Randhawa and Dugar",Mumbai,FALSE
15-12-2020 14:02,9314.05,Bhatia-Jayaraman,Ambattur,TRUE
23-04-2023 22:35,504.86,"Venkataraman, Toor and Seth",Bahraich,FALSE
01-06-2022 11:07,1552.87,Andra Group,Satara,TRUE
15-01-2022 10:09,2640.6,Dhar-Choudhary,Nadiad,TRUE
07-11-2023 16:51,9205.63,Mall Ltd,Jammu,FALSE
28-08-2022 01:00,5901.71,Goswami-Sengupta,Jalna,FALSE
21-08-2022 01:08,2002.84,Ganesan Group,Ambattur,FALSE
04-01-2022 05:14,4690.29,"Sen, Hora and Chauhan",Karawal Nagar,FALSE
07-06-2023 22:06,1131.32,Konda Ltd,Begusarai,FALSE
01-11-2021 08:46,9634.71,Sandhu Ltd,Bulandshahr,TRUE
22-10-2021 21:24,9451.1,Cherian Group,Jamnagar,FALSE
12-06-2020 21:01,4408.66,Kadakia-Lad,Mahbubnagar,TRUE
25-06-2021 05:51,7533.45,Deol Ltd,Barasat,TRUE
06-07-2021 15:37,4292.88,Chaudhari Group,Darbhanga,FALSE
24-08-2021 02:02,3049,Dixit Ltd,Ambala,TRUE
06-01-2021 08:49,4961.43,Cheema LLC,Shahjahanpur,TRUE
03-03-2023 23:28,3195.34,"Sandal, Issac and Saxena",Tiruppur,FALSE
10-12-2020 13:16,3942.43,Amble Group,Ludhiana,FALSE
05-01-2023 03:21,2369.02,Char-Dey,Vijayawada,FALSE
13-03-2020 23:09,465.05,"Saxena, Cheema and Mander",Mira-Bhayandar,FALSE
24-03-2023 21:50,9222.59,"Chanda, Bir and Lad",Karnal,TRUE
04-01-2022 03:59,9255.34,"Sane, Karpe and Lal",Silchar,TRUE
07-01-2022 06:49,5082.96,Banik-Tandon,Kota,FALSE
12-12-2022 03:51,6396.96,"Bahri, Gade and Agarwal",Navi Mumbai,FALSE
01-11-2021 09:56,2204.56,Doshi-Ganesh,Mirzapur,FALSE
23-06-2023 00:05,6643.82,Keer Inc,Ludhiana,FALSE
23-08-2020 17:03,296.37,"Subramaniam, Sane and Ganesh",Farrukhabad,FALSE
20-09-2022 12:44,2536.91,Guha PLC,Tiruvottiyur,TRUE
08-09-2020 04:26,3771.16,Gour-Apte,Vadodara,FALSE
26-12-2020 21:52,1854.65,Bassi Ltd,Dhanbad,FALSE
20-10-2022 17:46,1183.76,Lanka-Basu,Coimbatore,TRUE
13-02-2022 11:52,8502.39,Aurora Inc,Dehri,FALSE
19-06-2023 06:26,187.62,Sethi Inc,Parbhani,FALSE
22-02-2020 16:13,8540.57,Lala Ltd,Karawal Nagar,FALSE
28-02-2021 23:26,5420.19,"Jha, Hayre and Chadha",Barasat,TRUE
31-12-2020 23:48,1828.56,Hayre-Tata,Nangloi Jat,FALSE
03-11-2023 11:55,396.42,"Acharya, Salvi and Bera",Panvel,FALSE
28-04-2020 06:33,3927.55,"Barman, Apte and Sane",Mahbubnagar,FALSE
18-08-2021 18:14,110.34,"Vig, Tara and Kamdar",Danapur,FALSE
30-07-2023 01:19,4371.41,Atwal-Chowdhury,Sagar,FALSE
18-08-2020 14:55,9320.5,Kant-Lall,Khora ,TRUE
07-04-2023 14:08,8425.87,Saini LLC,Nadiad,FALSE
05-06-2023 07:05,7710.11,Sridhar-Dhar,Nizamabad,FALSE
25-05-2023 06:43,5356.39,"Dass, Barad and Choudhry",Mysore,TRUE
28-11-2020 19:52,3393.29,"Kamdar, Batta and Kata",Munger,TRUE
13-01-2022 06:12,1491.52,"Yohannan, Choudhary and Bava",Srikakulam,FALSE
17-03-2020 23:22,5531.57,Bhatti-Raj,Amravati,FALSE
02-07-2020 12:21,9228.71,"Sridhar, Sarma and Gulati",Tiruppur,FALSE
09-04-2023 07:41,34.89,"Raval, Garde and Grover",Nadiad,FALSE
19-11-2022 13:52,2355.42,"Chandran, Sibal and Raval",Ahmednagar,TRUE
02-01-2020 13:37,7600.39,Handa and Sons,Uluberia,TRUE
24-10-2022 23:52,775.66,Arya-Vala,Saharanpur,TRUE
03-03-2022 14:13,3169.34,"Wable, Sekhon and Mand",Medininagar,TRUE
03-11-2022 01:10,7904.02,Lad Ltd,Bhagalpur,TRUE
25-08-2021 11:46,4121.65,Kothari-Rana,Rewa,TRUE
12-09-2020 08:15,9692.83,Kalita Ltd,Karimnagar,TRUE
29-05-2022 14:24,2937.64,"Boase, Arora and Barad",Tirunelveli,TRUE
21-07-2021 23:42,9744.4,Sawhney Inc,Kochi,FALSE
25-05-2021 02:07,7847.07,"Kar, Keer and Arya",Tezpur,FALSE
06-10-2022 00:28,5177.55,Bajwa PLC,Kochi,TRUE
13-01-2022 17:43,44.42,"Rajagopal, Khalsa and Goel",Kurnool,TRUE
12-02-2022 15:13,2687.56,"Varghese, Saxena and Dua",Bokaro,FALSE
26-10-2020 20:55,1632.88,"Sami, Mahajan and Kapoor",Jaipur,TRUE
06-05-2023 12:41,3734.4,"Lalla, Sharaf and Hegde",Nangloi Jat,TRUE
02-07-2020 16:56,5287.79,"Kuruvilla, Jain and Raju",Baranagar,FALSE
24-10-2022 10:22,1108.04,"Krish, Issac and Ratta",Bhimavaram,TRUE
10-08-2022 07:51,7487.48,Rama-Mall,Bhubaneswar,TRUE
24-01-2023 06:40,2231.93,Dhingra Ltd,Vasai-Virar,TRUE
12-12-2023 22:42,1643.92,Konda-Bhakta,Dindigul,TRUE
25-10-2020 23:38,9187.03,"Kaul, Vasa and Bora",Adoni,TRUE
22-08-2020 11:53,8657.2,"Raju, Gaba and Toor",Ambattur,FALSE
27-09-2022 12:29,7531.2,Viswanathan Ltd,Sikar,TRUE
30-08-2023 16:23,7494.33,Brar Ltd,Orai,FALSE
23-11-2020 09:26,2568.62,Yadav Ltd,Kochi,TRUE
10-05-2022 13:08,2250.4,Suresh Inc,Sambalpur,TRUE
10-12-2022 10:42,1446.38,"Verma, Taneja and Majumdar",Bareilly,FALSE
30-09-2023 03:22,8349.25,Loke LLC,Darbhanga,FALSE
07-04-2021 10:41,9148.1,Dhar-Ranganathan,Khammam,FALSE
21-09-2020 22:28,3612.56,Singh-Jaggi,Bardhaman,FALSE
09-03-2020 14:52,5526.38,Deep and Sons,Bulandshahr,TRUE
16-07-2021 12:45,7462.46,Dugar Inc,Dhule,TRUE
25-09-2022 14:14,8134.57,"Date, Sridhar and Lata",Saharsa,FALSE
01-10-2020 06:40,4561.22,Bhatnagar-Gokhale,Durgapur,FALSE
06-03-2021 15:28,7869.24,Kurian-Lad,Hajipur,FALSE
31-10-2023 00:38,6876.3,Verma and Sons,Mathura,TRUE
20-01-2021 17:34,788.1,Bala and Sons,Mango,TRUE
19-08-2021 11:29,9396.96,Borde PLC,Madurai,FALSE
14-02-2022 13:36,402.41,Sastry-Tandon,Navi Mumbai,TRUE
11-02-2022 18:33,1820.02,De-Kalla,Anantapur,TRUE
06-03-2022 01:28,1834.61,Karan LLC,Deoghar,TRUE
22-01-2023 15:20,7965.77,Krish-Mallick,Sangli-Miraj & Kupwad,TRUE
05-03-2022 16:21,8067.85,Ratti LLC,Jalgaon,TRUE
15-02-2023 21:24,7357.01,Salvi-Brahmbhatt,Tiruchirappalli,TRUE
17-10-2021 14:16,3554.26,"Sidhu, Sandal and Barman",Unnao,FALSE
26-09-2022 03:25,5987.46,Dar LLC,Gudivada,TRUE
23-06-2021 11:54,8796.65,"Kapadia, Saini and Kapadia",Pallavaram,FALSE
20-10-2020 08:57,1684.3,Batra PLC,Mysore,FALSE
10-02-2022 14:39,8885.64,Wable Ltd,Sangli-Miraj & Kupwad,FALSE
11-05-2023 02:27,4040,Babu-Iyengar,Dhanbad,TRUE
14-02-2022 23:28,7067.84,"Badal, Verma and Devan",Visakhapatnam,FALSE
05-08-2021 14:38,7306.96,"Gulati, Sarkar and Dubey",Srinagar,FALSE
16-04-2023 16:42,1370.01,"Khosla, Bhargava and Jaggi",Guna,TRUE
22-12-2021 04:08,633.71,"Ratti, Jaggi and Dave",Kirari Suleman Nagar,TRUE
21-05-2020 22:46,435.94,Dada PLC,Berhampore,FALSE
15-06-2023 10:07,868.16,Kapadia and Sons,Shivpuri,TRUE
19-09-2023 17:53,5601.03,Walia and Sons,Pondicherry,FALSE
02-07-2023 06:42,5400.41,"Keer, Kalla and Mand",Tiruchirappalli,FALSE
13-06-2022 04:40,9734.9,Joshi Inc,Phagwara,TRUE
23-12-2023 05:27,7604.85,Agarwal Ltd,Vijayanagaram,TRUE
04-03-2023 16:15,4074.72,"Baria, Sheth and Swaminathan",Kadapa,FALSE
23-06-2020 10:50,1249.13,Sen-Ray,Pondicherry,TRUE
18-08-2020 00:50,860.63,"Gaba, Wali and Soman",Karawal Nagar,TRUE
13-06-2023 06:20,4637.04,"Swamy, Khare and Kapoor",Hazaribagh,FALSE
30-12-2022 12:50,1729.54,"Dada, Kala and Khurana",Hapur,FALSE
04-03-2023 07:40,4069.71,Venkatesh and Sons,Dhanbad,TRUE
28-11-2022 03:47,43.68,"Mani, Vala and Lala",Thane,TRUE
24-08-2021 17:55,1668.04,Tank-Baria,Karnal,FALSE
16-08-2021 14:38,5813.38,Varghese and Sons,Jalandhar,TRUE
23-09-2020 04:40,5846.86,Chana-Savant,Vijayanagaram,TRUE
28-01-2020 00:51,4501.26,Dugar-Mammen,Phagwara,FALSE
15-09-2023 17:29,4400.36,Tiwari-Raval,Moradabad,FALSE
15-05-2020 06:45,1139.46,"Banik, Hora and Sathe",Gaya,FALSE
23-06-2023 01:29,5305.66,Chhabra-Deshpande,Narasaraopet,TRUE
05-06-2023 00:45,2774.34,"Bhalla, Srinivas and Chahal",Phusro,TRUE
03-08-2021 02:56,1345.26,Chopra LLC,Ujjain,FALSE
28-10-2023 06:45,5829.75,"Tank, Sengupta and Luthra",Udupi,TRUE
25-08-2023 01:48,4003.77,"Gala, Manne and Gokhale",Shimoga,TRUE
25-08-2021 13:07,2538.69,Saraf-Madan,Jehanabad,FALSE
07-03-2022 15:53,5008.85,Krishnan and Sons,Bhind,FALSE
21-02-2020 16:51,188.35,Ranganathan-Karan,Junagadh,FALSE
15-12-2023 20:48,6221.14,Gala-Sarkar,Saharanpur,TRUE
18-02-2020 22:31,1154.75,Wadhwa-Bobal,Ichalkaranji,TRUE
08-07-2022 01:36,6749.82,"Lad, Srinivasan and Ghose",Uluberia,TRUE
03-04-2020 21:52,6922.28,"Kant, Hegde and Bail",Ambattur,TRUE
06-02-2023 17:01,4092.76,Wagle-Bobal,Kishanganj,TRUE
20-03-2020 10:30,4075.38,"Sankar, Atwal and Gill",Rourkela,TRUE
22-05-2022 11:18,9900.64,Kar-Dada,Surat,TRUE
10-06-2022 16:56,8829.94,Kakar-Konda,Bongaigaon,FALSE
26-09-2021 08:11,2821.41,"Agarwal, Raju and Uppal",Gwalior,FALSE
30-10-2022 00:01,5845.97,"Ghosh, Jha and Bhattacharyya",Eluru,TRUE
10-01-2022 16:46,1011.37,"Chhabra, Krishnamurthy and Bose",Ghaziabad,FALSE
22-03-2023 11:42,6126.17,Reddy-Mall,Pali,TRUE
09-04-2021 02:56,4426.19,"Suri, Mahajan and Cheema",Kulti,TRUE
06-08-2022 01:46,4554.21,Baral-Issac,Orai,TRUE
04-06-2023 05:38,3513.03,"Chand, Joshi and Ganesh",Chandigarh,FALSE
12-09-2021 21:46,9850.33,"Das, Salvi and Dugar",Kurnool,FALSE
04-05-2020 00:35,5336.79,Balasubramanian-Upadhyay,Vadodara,FALSE
28-03-2020 03:41,7138.22,"Rege, Rattan and Dubey",Dehri,FALSE
28-01-2020 09:56,8761.5,"Chaudhuri, Sidhu and Grewal",Unnao,TRUE
10-06-2022 10:41,466.08,Karpe and Sons,Hyderabad,TRUE
21-11-2021 02:09,5629.34,Sodhi-Sarma,Nandyal,TRUE
05-01-2022 19:08,6123.3,Vohra-Master,Bhopal,TRUE
26-10-2020 17:29,3379.03,Gara and Sons,Chandrapur,FALSE
08-06-2023 15:19,9556.77,"Dalal, Kota and Lall",Baranagar,FALSE
28-02-2020 14:30,7363,Srinivas-Maharaj,Raebareli,TRUE
05-09-2022 10:24,5394.67,"Shere, Basak and Lata",Bahraich,FALSE
20-04-2022 01:34,8062.31,Uppal-Sanghvi,Udaipur,TRUE
30-07-2021 14:15,8295.98,Sheth PLC,Chandigarh,TRUE
29-01-2023 18:01,5607.21,"Ahluwalia, Kurian and Chad",Nadiad,TRUE
24-11-2022 21:56,2920.41,Dua Ltd,Tinsukia,TRUE
15-08-2022 06:31,5263.39,Handa and Sons,Moradabad,TRUE
26-05-2022 18:10,2939.08,Gopal-Cheema,Tirupati,TRUE
18-12-2023 12:40,8336.21,Wason-Hora,Gaya,TRUE
21-03-2021 04:58,7343.77,Rajagopalan LLC,Jehanabad,TRUE
04-03-2020 19:59,9465.61,"Sura, Trivedi and Buch",Deoghar,FALSE
25-11-2021 16:51,4676.82,Cherian Ltd,Allahabad,TRUE
25-10-2020 13:40,3594.08,Sinha-Loke,Jodhpur,FALSE
18-06-2023 22:42,7598.71,Mammen LLC,Madhyamgram,TRUE
12-06-2021 00:12,7193.07,"Khalsa, Ahluwalia and Karan",Hyderabad,FALSE
07-05-2023 06:10,241.04,Dugar-Andra,Unnao,TRUE
21-07-2022 14:22,8226.93,"Chawla, Dora and Chander",Kamarhati,TRUE
03-10-2023 07:22,7902.49,"Suresh, Saha and Kalla",Mangalore,FALSE
23-02-2020 07:35,7307.41,Edwin-Ganguly,Kadapa,TRUE
01-11-2023 13:01,419.2,Sant-Sridhar,Kumbakonam,TRUE
18-04-2020 16:42,9581.08,Vyas Group,Hazaribagh,TRUE
05-05-2022 18:46,789.45,Ghosh Ltd,Gwalior,TRUE
13-02-2021 18:57,5713.47,"Sood, Wagle and Sachdeva",Jamalpur,TRUE
01-06-2021 15:40,6752.13,Thakkar Ltd,Ichalkaranji,FALSE
07-10-2023 18:55,8194.78,Sachdeva-Goda,Amritsar,FALSE
17-10-2023 08:46,2764.76,"Dube, Mammen and Ramakrishnan",Durg,FALSE
13-04-2020 19:27,7470.36,Varughese-Apte,Raiganj,FALSE
24-06-2020 06:42,629.19,Badami-Shenoy,Bareilly,TRUE
14-01-2022 06:58,4568,Sabharwal Group,Anand,TRUE
20-05-2023 10:00,2950.66,"Ratta, Arya and Sachdev",Nagercoil,TRUE
25-12-2023 09:04,2902.83,"Yohannan, Dugar and Saini",Kakinada,TRUE
16-05-2020 18:54,5501.8,"Sodhi, Hegde and Chatterjee",Tirunelveli,FALSE
27-03-2020 22:56,1411.11,"Shenoy, Singh and Dhingra",Akola,TRUE
09-07-2021 12:35,5265.31,"Ramakrishnan, Iyengar and Iyer",Yamunanagar,TRUE
26-09-2021 18:43,3264.87,Mallick-Salvi,Dehri,TRUE
21-03-2022 15:34,7488.42,"Kohli, Manne and Chana",Kolhapur,FALSE
04-09-2022 16:30,3417.61,Atwal and Sons,Pallavaram,FALSE
12-12-2021 19:53,9739.59,Chatterjee-Bhakta,Kozhikode,FALSE
16-03-2021 03:47,6598.39,Sachdeva-Khanna,Kamarhati,TRUE
12-12-2021 02:46,9532.33,Mani-Kuruvilla,Pimpri-Chinchwad,TRUE
27-04-2023 03:13,3563.83,"Ghose, Chandra and Ranganathan",Kurnool,FALSE
12-08-2023 12:00,3977.29,"Hayre, Khanna and Dubey",Tiruchirappalli,TRUE
26-04-2021 04:07,5744.25,"Devi, Biswas and Vaidya",Miryalaguda,TRUE
18-09-2021 21:04,9541.16,"Khurana, Choudhury and Basak",Bihar Sharif,FALSE
08-10-2023 22:13,8885.08,Bora-Goswami,Proddatur,TRUE
19-11-2023 13:38,5413.3,Kibe Inc,Jammu,FALSE
28-01-2021 09:09,4523.14,Wali-Thaker,Tirunelveli,FALSE
06-01-2021 10:01,8555.39,Kamdar-Kuruvilla,Hospet,TRUE
20-11-2023 23:00,6198.79,Balan LLC,Madurai,FALSE
02-10-2020 20:56,4921.58,Vyas-Raj,Mahbubnagar,TRUE
21-06-2022 17:51,4900.52,Kumer-Badami,Rajpur Sonarpur,TRUE
26-07-2023 00:36,1929.87,Mane-Handa,Muzaffarnagar,FALSE
01-09-2021 07:22,5691.61,Dhingra-Chaudry,Madhyamgram,TRUE
05-01-2023 01:37,6975.05,Venkatesh LLC,Pondicherry,TRUE
21-03-2021 14:34,5915.48,Dutt-Sahni,Farrukhabad,FALSE
07-06-2023 05:02,5841.79,"Tak, Behl and Sandal",Jaipur,FALSE
19-09-2022 16:41,2123.37,Shanker-Loyal,Hapur,FALSE
14-09-2022 00:44,6510.1,Dutta-D’Alia,Belgaum,TRUE
12-05-2022 03:19,2305.74,Ganesh PLC,Lucknow,TRUE
17-10-2022 06:43,7511.77,Balasubramanian Group,Agartala,TRUE
21-10-2023 21:50,2962.1,Saran-Kunda,Saharsa,FALSE
24-01-2021 23:23,57.25,Hari-Deo,Darbhanga,TRUE
11-12-2023 20:33,9693.5,"Ratta, Baral and Bhargava",Darbhanga,FALSE
27-12-2020 19:33,5941.74,Gopal-Dayal,Karawal Nagar,TRUE
27-11-2023 00:32,4154.95,Guha-Gade,Alwar,TRUE
12-10-2022 18:42,213.05,Ganesh Ltd,Madhyamgram,TRUE
08-08-2022 17:44,9272.9,"Rajan, Raja and Soni",Haridwar,FALSE
23-05-2022 11:59,3501,Ravi-Agate,Khandwa,TRUE
